Time (s),Position (mm)
0.00,9.0023
0.05,9.0043
0.11,8.9996
0.16,8.9962
0.22,9.0009
0.28,8.9962
0.33,8.9895
0.39,10.3041
0.44,11.2260
0.50,11.4711
0.55,11.7296
0.60,11.8880
0.66,11.9478
0.71,12.0236
0.77,12.0619
0.83,12.1519
0.88,12.2183
0.93,12.2183
0.98,12.2808
1.03,12.3157
1.09,12.3566
1.14,12.3828
1.20,12.4003
1.29,12.4305
1.34,12.4480
1.39,12.4668
1.44,12.4822
1.49,12.4936
1.54,12.5044
1.59,12.5238
1.67,12.5292
1.72,12.5480
1.77,12.5628
1.83,12.5749
1.88,12.5789
1.94,12.5917
1.99,12.6024
2.05,12.6064
2.10,12.6158
2.15,12.6272
2.20,12.6333
2.26,12.6373
2.31,12.6467
2.36,12.6528
2.41,12.6615
2.46,12.6668
2.51,12.6722
2.56,12.6789
2.62,12.6830
2.67,12.6897
2.72,12.6957
2.78,12.7031
2.83,12.7098
2.88,12.7145
2.94,12.7232
2.99,12.7232
3.04,12.7293
3.09,12.7360
3.14,12.7367
3.20,12.7434
3.25,12.7474
3.32,12.7535
3.37,12.7548
3.42,12.7582
3.47,12.7649
3.52,12.7642
3.57,12.7669
3.62,12.7743
3.70,12.7756
3.75,12.7783
3.80,12.7808
3.86,12.7890
3.91,12.7890
3.97,12.7911
4.06,12.7998
4.11,12.8005
4.17,12.8018
4.23,12.8058
4.28,12.8078
4.33,12.8099
4.39,12.8139
4.44,12.8152
4.49,12.8186
4.55,12.8186
4.60,12.8186
4.65,12.8239
4.71,12.8307
4.76,12.8266
4.82,12.8287
4.88,12.8374
4.93,12.8320
4.98,12.8340
5.05,12.8407
5.10,12.8374
5.15,12.8421
5.21,12.8421
5.26,12.8427
5.31,12.8454
5.37,12.8481
5.43,12.8481
5.48,12.8488
5.53,12.8542
5.58,12.8528
5.63,12.8548
5.71,12.8609
5.76,12.8582
5.81,12.8589
5.87,12.8622
5.92,12.8615
5.97,12.8642
6.03,12.8642
6.08,12.8676
6.13,12.8669
6.20,12.8730
6.25,12.8696
6.30,12.8703
6.36,12.8777
6.41,12.8736
6.46,12.8743
6.53,12.8770
6.58,12.8777
6.63,12.8790
6.70,12.8830
6.75,12.8810
6.80,12.8824
6.86,12.8871
6.91,12.8844
6.96,12.8851
7.02,12.8938
7.07,12.8871
7.12,12.8884
7.18,12.8945
7.23,12.8904
7.28,12.8918
7.34,12.8951
7.40,12.8931
7.45,12.8945
7.50,12.8978
7.56,12.8978
