Time (s),Position (mm)
0.00,8.8734
0.08,8.8734
0.13,8.8707
0.19,8.8673
0.25,8.8687
0.31,8.8687
0.36,8.8620
0.41,10.1544
0.47,10.7923
0.52,11.1461
0.57,11.3965
0.63,11.4516
0.68,11.5818
0.73,11.6557
0.81,11.7222
0.86,11.7927
0.91,11.8256
0.98,11.8517
1.03,11.8860
1.08,11.9149
1.16,11.9538
1.21,11.9854
1.26,12.0169
1.33,12.0277
1.38,12.0505
1.43,12.0787
1.50,12.0941
1.55,12.1149
1.60,12.1311
1.68,12.1505
1.73,12.1687
1.78,12.1814
1.86,12.1962
1.92,12.2103
1.97,12.2197
2.04,12.2338
2.09,12.2445
2.14,12.2566
2.22,12.2680
2.27,12.2747
2.32,12.2882
2.39,12.2969
2.44,12.3076
2.49,12.3157
2.54,12.3258
2.60,12.3285
2.65,11.6338
2.72,11.6466
2.77,12.3513
2.82,12.3587
2.90,12.3674
2.95,12.3694
3.00,12.3822
3.06,12.3842
3.12,12.3882
3.17,12.3929
3.23,12.3976
3.28,12.4003
3.33,12.4050
3.39,12.4130
3.44,12.4164
3.49,12.4204
3.56,12.4285
3.61,12.4325
3.66,12.4406
3.72,12.4439
3.78,12.4493
3.83,12.4560
3.91,12.4654
3.96,12.4681
4.01,12.4741
4.08,12.4822
4.13,12.4822
4.18,12.4882
4.25,12.4923
4.30,12.4970
4.35,12.5017
4.41,12.5057
4.46,12.5077
4.51,12.5117
4.56,12.5205
4.61,12.5205
4.67,12.5212
4.72,12.5265
4.78,12.5292
4.84,12.5272
4.89,12.5292
4.95,12.5353
5.00,12.5332
5.06,12.5346
5.11,12.5413
5.16,12.5413
5.21,12.5393
5.26,12.5413
5.32,12.5473
5.37,12.5446
5.43,12.5467
5.49,12.5534
5.54,12.5487
5.59,12.5479
5.66,12.5567
5.71,12.5527
5.76,12.5574
5.82,12.5574
5.87,12.5574
5.92,12.5594
5.99,12.5621
6.04,12.5621
6.09,12.5648
6.18,12.5695
6.23,12.5661
6.28,12.5681
6.36,12.5749
6.41,12.5715
6.46,12.5729
6.53,12.5762
6.58,12.5755
6.63,12.5769
6.72,12.5822
6.77,12.5796
6.82,12.5809
6.89,12.5856
6.94,12.5836
6.99,12.5849
7.05,12.5910
7.10,12.5863
7.15,12.5923
7.22,12.5964
7.27,12.5923
7.32,12.5930
7.37,12.5997
7.42,12.5997
7.47,12.5957
7.52,12.6010
7.60,12.6031
7.65,12.5997
7.70,12.6051
7.78,12.6057
7.83,12.6037
7.88,12.6044
7.96,12.6098
8.01,12.6078
8.06,12.6084
8.14,12.6138
8.19,12.6145
8.24,12.6198
8.30,12.6259
8.35,12.6292
8.40,12.6319
8.46,12.6393
8.51,12.6366
8.56,12.6386
8.62,12.6440
8.67,12.6420
8.72,12.6447
8.79,12.6480
8.85,12.6494
8.90,12.6528
8.96,12.6574
9.01,12.6561
9.06,12.6581
9.12,12.6642
9.17,12.6621
9.22,12.6635
9.28,12.6716
9.33,12.6662
9.38,12.6689
9.45,12.6749
9.50,12.6716
9.55,12.6729
9.63,12.6776
9.68,12.6762
9.73,12.6796
9.80,12.6830
9.85,12.6796
9.90,12.6809
9.96,12.6870
10.01,12.6830
10.06,12.6843
10.15,12.6897
10.20,12.6870
10.25,12.6883
10.32,12.6930
10.37,12.6910
10.42,12.6924
10.49,12.6977
10.54,12.6957
10.59,12.6964
10.65,12.7051
10.70,12.6984
10.75,12.6997
10.81,12.7065
10.86,12.7018
10.92,12.7024
10.97,12.7078
11.02,12.7044
11.07,12.7051
11.15,12.7078
11.20,12.7071
11.25,12.7078
11.31,12.7152
11.36,12.7092
11.41,12.7098
11.49,12.7145
11.54,12.7105
