Time (s),Position (mm)
0,1.73E-11
0.005,1.73E-11
0.01,1.73E-11
0.015,1.73E-11
0.02,1.73E-11
0.025,1.73E-11
0.03,1.73E-11
0.035,1.73E-11
0.04,1.73E-11
0.045,1.73E-11
0.05,1.73E-11
0.055,1.73E-11
0.06,1.73E-11
0.065,1.73E-11
0.07,1.73E-11
0.075,1.73E-11
0.08,1.73E-11
0.085,1.73E-11
0.09,1.73E-11
0.095,1.73E-11
0.1,1.73E-11
0.105,1.73E-11
0.11,1.73E-11
0.115,1.73E-11
0.12,1.73E-11
0.125,1.73E-11
0.13,1.73E-11
0.135,1.73E-11
0.14,1.73E-11
0.145,1.73E-11
0.15,1.73E-11
0.155,1.73E-11
0.16,1.73E-11
0.165,1.73E-11
0.17,1.73E-11
0.175,1.73E-11
0.18,1.73E-11
0.185,1.73E-11
0.19,1.73E-11
0.195,1.73E-11
0.2,1.73E-11
0.205,1.73E-11
0.21,1.73E-11
0.215,1.73E-11
0.22,1.73E-11
0.225,1.73E-11
0.23,1.73E-11
0.235,1.73E-11
0.24,1.73E-11
0.245,1.73E-11
0.25,1.73E-11
0.255,1.73E-11
0.26,1.73E-11
0.265,1.73E-11
0.27,3.00E-07
0.275,6.75E-05
0.28,0.000762
0.285,0.003321
0.29,0.009005
0.295,0.018689
0.3,0.032794
0.305,0.051147
0.31,0.073042
0.315,0.097391
0.32,0.123062
0.325,0.149225
0.33,0.175324
0.335,0.201079
0.34,0.226458
0.345,0.251581
0.35,0.276561
0.355,0.301446
0.36,0.326305
0.365,0.351222
0.37,0.376217
0.375,0.401317
0.38,0.426503
0.385,0.4517
0.39,0.476858
0.395,0.501944
0.4,0.526933
0.405,0.551937
0.41,0.577044
0.415,0.602157
0.42,0.627224
0.425,0.652315
0.43,0.677436
0.435,0.702523
0.44,0.727557
0.445,0.752551
0.45,0.77752
0.455,0.802496
0.46,0.827566
0.465,0.852712
0.47,0.877815
0.475,0.902773
0.48,0.927638
0.485,0.952492
0.49,0.97734
0.495,1.002172
0.5,1.027
0.505,1.05188
0.51,1.076872
0.515,1.102024
0.52,1.127287
0.525,1.152612
0.53,1.177885
0.535,1.202921
0.54,1.227813
0.545,1.252752
0.55,1.277711
0.555,1.302608
0.56,1.327434
0.565,1.352238
0.57,1.377103
0.575,1.402153
0.58,1.427329
0.585,1.452421
0.59,1.477411
0.595,1.502322
0.6,1.52719
0.605,1.55206
0.61,1.576993
0.615,1.602
0.62,1.62702
0.625,1.652023
0.63,1.677007
0.635,1.701901
0.64,1.726215
0.645,1.74914
0.65,1.770102
0.655,1.788788
0.66,1.804922
0.665,1.818396
0.67,1.829267
0.675,1.837843
0.68,1.844715
0.685,1.850578
0.69,1.856081
0.695,1.861647
0.7,1.867482
0.705,1.8736
0.71,1.87992
0.715,1.886347
0.72,1.892773
0.725,1.899088
0.73,1.905216
0.735,1.911211
0.74,1.917212
0.745,1.923327
0.75,1.929575
0.755,1.935655
0.76,1.941084
0.765,1.945623
0.77,1.94932
0.775,1.952415
0.78,1.955234
0.785,1.958062
0.79,1.961033
0.795,1.964139
0.8,1.967325
0.805,1.970522
0.81,1.973694
0.815,1.976879
0.82,1.980094
0.825,1.983297
0.83,1.986449
0.835,1.98963
0.84,1.993087
0.845,1.996992
0.85,2.001386
0.855,2.006218
0.86,2.011325
0.865,2.01649
0.87,2.021548
0.875,2.026418
0.88,2.031117
0.885,2.035746
0.89,2.040393
0.895,2.045116
0.9,2.049974
0.905,2.054951
0.91,2.059939
0.915,2.064831
0.92,2.069591
0.925,2.074283
0.93,2.079008
0.935,2.083835
0.94,2.088749
0.945,2.093686
0.95,2.098588
0.955,2.103422
0.96,2.108174
0.965,2.112822
0.97,2.117338
0.975,2.121808
0.98,2.126346
0.985,2.130983
0.99,2.135701
0.995,2.140446
1,2.145173
1.005,2.149889
1.01,2.154614
1.015,2.15937
1.02,2.164204
1.025,2.169142
1.03,2.174143
1.035,2.179132
1.04,2.184051
1.045,2.188874
1.05,2.193625
1.055,2.198327
1.06,2.20301
1.065,2.207699
1.07,2.212355
1.075,2.216951
1.08,2.221532
1.085,2.226124
1.09,2.230687
1.095,2.235119
1.1,2.239377
1.105,2.243501
1.11,2.247558
1.115,2.25158
1.12,2.255568
1.125,2.259546
1.13,2.263508
1.135,2.267373
1.14,2.270989
1.145,2.274267
1.15,2.277247
1.155,2.280042
1.16,2.282743
1.165,2.285386
1.17,2.287972
1.175,2.290556
1.18,2.293208
1.185,2.295956
1.19,2.298842
1.195,2.301845
1.2,2.304856
1.205,2.307788
1.21,2.310587
1.215,2.31326
1.22,2.315907
1.225,2.318637
1.23,2.321482
1.235,2.324322
1.24,2.327021
1.245,2.329615
1.25,2.332228
1.255,2.334917
1.26,2.337668
1.265,2.340458
1.27,2.343271
1.275,2.346094
1.28,2.348923
1.285,2.351784
1.29,2.354679
1.295,2.357546
1.3,2.360311
1.305,2.363002
1.31,2.365658
1.315,2.368304
1.32,2.370998
1.325,2.373764
1.33,2.376615
1.335,2.37953
1.34,2.38245
