Time (s),Position (mm)
0,1.74E-11
0.005,1.74E-11
0.01,1.74E-11
0.015,1.74E-11
0.02,1.74E-11
0.025,1.74E-11
0.03,1.74E-11
0.035,1.74E-11
0.04,1.74E-11
0.045,1.74E-11
0.05,1.74E-11
0.055,1.74E-11
0.06,1.74E-11
0.065,1.74E-11
0.07,1.74E-11
0.075,1.74E-11
0.08,1.74E-11
0.085,1.74E-11
0.09,1.74E-11
0.095,1.74E-11
0.1,1.74E-11
0.105,1.74E-11
0.11,1.74E-11
0.115,1.74E-11
0.12,1.74E-11
0.125,1.74E-11
0.13,1.74E-11
0.135,1.74E-11
0.14,1.74E-11
0.145,1.74E-11
0.15,1.74E-11
0.155,1.74E-11
0.16,1.74E-11
0.165,1.74E-11
0.17,1.74E-11
0.175,1.74E-11
0.18,1.74E-11
0.185,1.74E-11
0.19,1.74E-11
0.195,1.74E-11
0.2,1.74E-11
0.205,1.74E-11
0.21,1.74E-11
0.215,1.74E-11
0.22,1.74E-11
0.225,1.74E-11
0.23,1.74E-11
0.235,1.74E-11
0.24,1.74E-11
0.245,1.74E-11
0.25,1.74E-11
0.255,1.74E-11
0.26,1.74E-11
0.265,1.74E-11
0.27,2.03E-06
0.275,9.64E-05
0.28,0.000739
0.285,0.003126
0.29,0.008726
0.295,0.018617
0.3,0.033198
0.305,0.052119
0.31,0.074587
0.315,0.099496
0.32,0.125653
0.325,0.152105
0.33,0.178304
0.335,0.204108
0.34,0.229545
0.345,0.254702
0.35,0.279744
0.355,0.304796
0.36,0.329812
0.365,0.354761
0.37,0.379719
0.375,0.404723
0.38,0.42979
0.385,0.455001
0.39,0.4803
0.395,0.505566
0.4,0.530743
0.405,0.55576
0.41,0.58066
0.415,0.605645
0.42,0.630755
0.425,0.655839
0.43,0.680872
0.435,0.705885
0.44,0.730893
0.445,0.7559
0.45,0.780908
0.455,0.805915
0.46,0.83092
0.465,0.855929
0.47,0.881005
0.475,0.906181
0.48,0.931319
0.485,0.956314
0.49,0.981217
0.495,1.006082
0.5,1.030952
0.505,1.055818
0.51,1.08069
0.515,1.105642
0.52,1.130749
0.525,1.155994
0.53,1.181302
0.535,1.206592
0.54,1.231747
0.545,1.256681
0.55,1.281547
0.555,1.306468
0.56,1.331418
0.565,1.356337
0.57,1.381223
0.575,1.406106
0.58,1.431069
0.585,1.456169
0.59,1.481289
0.595,1.506292
0.6,1.531206
0.605,1.556089
0.61,1.580984
0.615,1.605918
0.62,1.630934
0.625,1.656027
0.63,1.681086
0.635,1.705899
0.64,1.730105
0.645,1.753095
0.65,1.774205
0.655,1.792892
0.66,1.808833
0.665,1.822018
0.67,1.832724
0.675,1.841394
0.68,1.848601
0.685,1.854996
0.69,1.861193
0.695,1.867571
0.7,1.874245
0.705,1.88114
0.71,1.888089
0.715,1.894998
0.72,1.901862
0.725,1.908704
0.73,1.915532
0.735,1.922348
0.74,1.929186
0.745,1.936022
0.75,1.942779
0.755,1.949229
0.76,1.954981
0.765,1.959798
0.77,1.963751
0.775,1.967148
0.78,1.970319
0.785,1.97351
0.79,1.976902
0.795,1.980518
0.8,1.984242
0.805,1.987967
0.81,1.991639
0.815,1.99523
0.82,1.998723
0.825,2.002161
0.83,2.005634
0.835,2.009257
0.84,2.013201
0.845,2.017569
0.85,2.022356
0.855,2.027429
0.86,2.032573
0.865,2.037603
0.87,2.0425
0.875,2.047377
0.88,2.052339
0.885,2.057373
0.89,2.062417
0.895,2.06739
0.9,2.072242
