Time (s),Position (mm)
0.00,17.8683
0.08,17.8767
0.13,17.8739
0.18,17.8739
0.24,17.8636
0.29,17.8777
0.34,17.8805
0.41,17.8777
0.47,17.8852
0.52,15.5092
0.58,15.1821
0.63,14.5127
0.68,14.1949
0.73,14.0629
0.79,13.9423
0.84,13.8319
0.89,13.7678
0.96,13.7348
1.01,13.6207
1.06,13.5547
1.12,13.5547
1.17,13.4614
1.22,13.4312
1.29,13.4001
1.34,13.3407
1.39,13.3049
1.45,13.2851
1.50,13.2493
1.55,13.2332
1.61,13.2200
1.66,13.2040
1.72,13.1814
1.78,13.1653
1.83,13.1540
1.88,13.1408
1.96,13.1257
2.01,13.0984
2.06,13.0758
2.15,13.0588
2.20,13.0371
2.25,13.0249
2.34,13.0117
2.39,12.9919
2.44,12.9815
2.52,12.9692
2.57,12.9589
2.62,12.9494
2.71,12.9391
2.76,12.9287
2.81,12.9221
2.89,12.9108
2.94,12.8994
2.99,12.8938
3.08,12.8825
3.14,12.8712
3.19,12.8646
3.26,12.8504
3.31,12.8495
3.36,12.8438
3.42,12.8306
3.47,12.8288
3.52,12.8221
3.58,12.8146
3.63,12.8061
3.68,12.8005
3.74,12.7938
3.79,12.7844
3.84,12.7797
3.89,12.7694
3.94,12.7646
4.00,12.7599
4.05,12.7467
4.12,12.7467
4.17,12.7449
4.22,12.7373
4.28,12.7241
4.33,12.7269
4.38,12.7222
4.45,12.7118
4.50,12.7109
4.55,12.7071
4.60,12.7015
4.65,12.6968
4.70,12.6939
4.77,12.6892
4.82,12.6835
4.87,12.6769
4.93,12.6769
4.98,12.6732
5.03,12.6675
5.08,12.6675
5.14,12.6628
5.19,12.6590
5.26,12.6581
5.31,12.6524
5.36,12.6487
5.42,12.6402
5.47,12.6430
5.52,12.6392
5.58,12.6345
5.63,12.6355
5.68,12.6326
5.74,12.6251
5.79,12.6279
5.84,12.6251
5.90,12.6128
5.95,12.6194
6.00,12.6176
6.07,12.6062
6.12,12.6128
6.17,12.6110
6.23,12.6053
6.28,12.6072
6.33,12.6006
6.40,12.5977
6.45,12.5977
6.50,12.5949
6.56,12.5902
6.61,12.5921
6.66,12.5893
6.72,12.5827
6.77,12.5846
6.82,12.5817
6.88,12.5723
6.93,12.5770
6.98,12.5732
7.04,12.5619
7.09,12.5713
7.14,12.5657
7.21,12.5563
7.26,12.5619
7.31,12.5591
7.36,12.5534
7.42,12.5544
7.47,12.5515
7.54,12.5506
7.59,12.5478
7.64,12.5449
7.70,12.5374
7.75,12.5402
7.80,12.5402
7.86,12.5299
7.91,12.5365
7.96,12.5355
8.02,12.5242
8.08,12.5308
8.13,12.5299
8.19,12.5261
8.24,12.5270
8.29,12.5251
8.35,12.5233
8.41,12.5223
8.46,12.5204
8.51,12.5129
8.56,12.5176
8.61,12.5167
8.68,12.5082
8.73,12.5129
8.78,12.5120
8.84,12.4997
8.89,12.5101
8.94,12.5082
8.99,12.4987
9.05,12.5063
9.10,12.5044
9.16,12.4978
9.21,12.5035
9.26,12.5006
9.33,12.4969
9.38,12.4978
9.43,12.4978
9.49,12.4950
9.54,12.4950
9.59,12.4940
9.66,12.4865
9.71,12.4921
9.76,12.4912
9.81,12.4818
9.87,12.4893
9.92,12.4913
9.97,12.4790
10.03,12.4865
10.08,12.4827
10.15,12.4790
10.20,12.4827
10.25,12.4808
10.31,12.4808
10.36,12.4808
10.41,12.4790
10.48,12.4705
10.53,12.4771
10.58,12.4771
10.64,12.4657
10.69,12.4752
10.74,12.4742
10.80,12.4657
10.85,12.4733
10.90,12.4723
10.97,12.4657
11.02,12.4705
11.07,12.4695
11.12,12.4657
11.18,12.4686
11.23,12.4676
11.29,12.4657
11.34,12.4667
11.40,12.4657
11.46,12.4601
11.51,12.4629
11.56,12.4629
11.62,12.4544
11.67,12.4610
11.72,12.4610
11.78,12.4516
11.83,12.4592
11.89,12.4592
11.95,12.4526
12.00,12.4582
12.05,12.4573
12.11,12.4535
12.16,12.4563
12.22,12.4554
12.28,12.4497
12.33,12.4544
12.38,12.4526
12.44,12.4431
12.49,12.4526
12.54,12.4516
12.60,12.4441
12.65,12.4507
12.70,12.4497
12.76,12.4450
12.81,12.4497
12.86,12.4478
12.93,12.4384
12.98,12.4469
13.03,12.4393
13.08,12.4393
13.13,12.4450
13.18,12.4441
13.25,12.4384
13.30,12.4441
13.35,12.4403
13.41,12.4356
13.46,12.4422
13.51,12.4393
13.58,12.4318
13.63,12.4403
13.68,12.4393
13.74,12.4346
13.79,12.4384
13.84,12.4375
13.90,12.4309
13.95,12.4375
14.00,12.4365
14.07,12.4252
14.12,12.4356
14.17,12.4299
14.23,12.4299
14.28,12.4337
14.33,12.4318
14.40,12.4280
14.45,12.4318
14.50,12.4309
14.56,12.4243
14.61,12.4299
14.66,12.4299
14.72,12.4195
14.77,12.4299
14.82,12.4290
14.89,12.4195
14.94,12.4280
14.99,12.4271
15.04,12.4233
15.10,12.4262
15.15,12.4262
15.21,12.4233
15.26,12.4243
15.31,12.4233
15.40,12.4195
15.45,12.4224
15.50,12.4224
15.56,12.4167
15.61,12.4214
15.66,12.4214
15.72,12.4129
15.78,12.4205
15.83,12.4195
15.89,12.4111
15.94,12.4195
15.99,12.4186
16.04,12.4092
16.10,12.4139
16.15,12.4177
16.22,12.4148
16.27,12.4158
16.32,12.4148
16.38,12.4101
16.43,12.4148
16.48,12.4139
16.54,12.4082
16.59,12.4139
16.64,12.4129
16.70,12.4035
16.76,12.4120
16.81,12.4111
16.87,12.4016
16.92,12.4111
16.97,12.4111
17.03,12.4016
17.08,12.4082
17.13,12.4082
17.18,12.4026
17.23,12.4073
17.28,12.4073
17.35,12.3969
17.40,12.4064
17.45,12.4054
17.51,12.3979
17.57,12.4054
17.62,12.3988
17.68,12.3988
17.73,12.4035
17.78,12.4007
17.83,12.3969
17.89,12.4016
17.94,12.4007
18.01,12.3913
18.06,12.4007
18.11,12.3998
18.16,12.3960
18.21,12.3988
18.28,12.3988
18.36,12.3979
18.41,12.3969
18.47,12.3969
18.53,12.3894
18.58,12.3960
18.63,12.3950
18.69,12.3847
18.74,12.3941
18.79,12.3931
18.85,12.3884
18.90,12.3931
18.95,12.3922
19.01,12.3837
19.06,12.3913
19.11,12.3903
19.17,12.3837
19.22,12.3894
19.27,12.3894
19.34,12.3809
19.39,12.3884
19.44,12.3809
19.50,12.3809
19.55,12.3875
19.60,12.3828
19.66,12.3818
19.71,12.3847
19.77,12.3847
19.82,12.3790
19.87,12.3837
19.92,12.3837
19.98,12.3781
20.03,12.3828
20.08,12.3790
20.13,12.3705
20.19,12.3818
20.24,12.3809
20.31,12.3696
20.36,12.3800
20.41,12.3800
20.47,12.3724
20.52,12.3790
20.57,12.3781
20.64,12.3734
20.69,12.3771
20.74,12.3752
20.80,12.3752
20.85,12.3771
20.91,12.3762
20.96,12.3762
21.01,12.3752
21.06,12.3743
21.12,12.3667
21.17,12.3752
21.22,12.3734
21.29,12.3734
21.34,12.3734
21.39,12.3724
21.45,12.3639
21.50,12.3724
21.55,12.3724
21.61,12.3649
21.66,12.3715
21.72,12.3705
21.77,12.3667
21.82,12.3696
21.87,12.3696
21.93,12.3649
21.98,12.3705
22.03,12.3686
22.08,12.3658
22.13,12.3564
22.18,12.3686
22.23,12.3677
22.30,12.3639
22.35,12.3677
22.40,12.3677
22.45,12.3630
22.50,12.3630
22.55,12.3658
22.60,12.3658
22.69,12.3611
22.74,12.3649
22.79,12.3649
22.86,12.3601
22.91,12.3658
22.96,12.3639
23.02,12.3573
23.07,12.3630
23.13,12.3630
23.20,12.3564
23.25,12.3620
23.30,12.3620
23.37,12.3517
23.42,12.3611
23.47,12.3611
23.52,12.3507
23.57,12.3611
23.62,12.3601
23.69,12.3517
23.74,12.3601
23.79,12.3592
23.85,12.3545
23.91,12.3583
23.96,12.3573
24.02,12.3573
24.07,12.3554
24.12,12.3573
24.18,12.3479
24.23,12.3573
24.28,12.3564
24.35,12.3460
24.40,12.3564
24.45,12.3564
24.51,12.3479
24.56,12.3554
24.61,12.3545
24.67,12.3441
24.73,12.3554
24.78,12.3554
24.86,12.3507
24.91,12.3536
24.96,12.3545
25.05,12.3498
25.10,12.3526
25.15,12.3498
25.23,12.3488
25.28,12.3526
25.33,12.3498
25.41,12.3479
25.46,12.3517
25.51,12.3517
25.56,12.3479
25.61,12.3507
25.66,12.3507
25.72,12.3422
25.77,12.3422
25.83,12.3507
25.88,12.3422
25.93,12.3422
25.99,12.3498
26.04,12.3441
26.10,12.3441
26.15,12.3488
26.20,12.3451
26.26,12.3460
26.31,12.3479
26.36,12.3479
26.45,12.3432
26.50,12.3479
26.55,12.3470
26.62,12.3432
26.67,12.3470
26.72,12.3470
26.77,12.3432
26.82,12.3432
26.88,12.3460
26.93,12.3403
26.99,12.3403
27.04,12.3460
27.09,12.3422
27.15,12.3422
27.20,12.3460
27.25,12.3432
27.31,12.3403
27.37,12.3451
27.42,12.3441
27.47,12.3394
27.52,12.3441
27.57,12.3432
27.64,12.3375
27.69,12.3432
27.74,12.3403
27.80,12.3328
27.85,12.3422
27.90,12.3422
27.96,12.3328
28.01,12.3422
28.06,12.3394
28.12,12.3375
28.17,12.3413
28.23,12.3413
28.28,12.3375
28.34,12.3375
28.39,12.3413
28.44,12.3403
28.52,12.3356
28.58,12.3394
28.63,12.3394
28.71,12.3356
28.76,12.3394
28.81,12.3385
28.87,12.3328
28.92,12.3385
28.97,12.3385
29.02,12.3347
29.07,12.3347
29.12,12.3375
29.17,12.3366
29.25,12.3337
29.31,12.3375
29.36,12.3375
29.42,12.3272
29.47,12.3366
29.52,12.3356
29.58,12.3281
29.64,12.3356
29.69,12.3356
29.75,12.3309
29.80,12.3356
29.85,12.3281
29.91,12.3300
29.96,12.3356
30.01,12.3347
30.06,12.3357
30.12,12.3337
30.17,12.3347
30.24,12.3243
30.29,12.3337
30.34,12.3337
30.40,12.3224
30.46,12.3337
30.51,12.3328
30.57,12.3243
30.62,12.3328
30.67,12.3328
30.72,12.3243
30.77,12.3319
30.82,12.3309
30.88,12.3272
30.94,12.3319
30.99,12.3309
31.04,12.3262
31.09,12.3319
31.14,12.3309
31.19,12.3300
31.26,12.3262
31.31,12.3300
31.36,12.3300
31.42,12.3253
31.48,12.3290
31.53,12.3290
31.58,12.3253
31.63,12.3253
31.69,12.3290
31.74,12.3272
31.82,12.3243
31.87,12.3281
31.92,12.3281
32.00,12.3243
32.05,12.3253
32.10,12.3272
32.19,12.3272
32.24,12.3272
32.29,12.3272
32.36,12.3224
32.41,12.3272
32.46,12.3253
32.51,12.3253
32.56,12.3262
32.61,12.3262
32.67,12.3206
32.72,12.3253
32.77,12.3253
32.83,12.3206
32.88,12.3243
32.95,12.3253
33.00,12.3206
33.05,12.3206
33.10,12.3243
33.15,12.3243
33.23,12.3206
33.28,12.3282
33.33,12.3234
33.42,12.3187
33.47,12.3224
33.52,12.3224
33.61,12.3187
33.66,12.3224
33.71,12.3187
33.79,12.3187
33.85,12.3224
33.90,12.3196
33.97,12.3177
34.03,12.3206
34.08,12.3206
34.13,12.3168
34.18,12.3206
34.23,12.3206
34.28,12.3206
34.36,12.3168
34.41,12.3196
34.46,12.3196
34.54,12.3149
34.59,12.3187
34.64,12.3196
34.71,12.3111
34.76,12.3187
34.81,12.3187
34.86,12.3139
34.91,12.3196
34.96,12.3187
35.03,12.3158
35.08,12.3177
35.13,12.3177
35.19,12.3177
35.24,12.3168
35.29,12.3168
35.36,12.3111
35.41,12.3168
35.46,12.3168
35.52,12.3073
35.57,12.3168
35.62,12.3158
35.68,12.3064
35.73,12.3139
35.78,12.3158
35.84,12.3073
35.89,12.3149
35.94,12.3149
36.01,12.3102
36.06,12.3149
36.11,12.3139
36.16,12.3083
36.21,12.3168
36.26,12.3149
36.34,12.3045
36.39,12.3139
36.44,12.3130
36.50,12.3026
36.55,12.3130
36.60,12.3130
36.66,12.3045
36.71,12.3130
36.76,12.3121
36.82,12.3055
36.87,12.3121
36.93,12.3121
36.99,12.3073
37.04,12.3121
37.09,12.3121
37.15,12.3092
37.20,12.3111
37.25,12.3092
37.31,12.3092
37.36,12.3111
37.41,12.3102
37.47,12.3102
37.52,12.3111
37.57,12.3102
37.63,12.3026
37.68,12.3092
37.73,12.3083
37.80,12.2989
37.85,12.3092
37.90,12.3092
37.96,12.3008
38.01,12.3092
38.06,12.3073
38.12,12.3017
38.17,12.3083
38.22,12.3083
38.28,12.3036
38.33,12.3073
38.38,12.3073
38.43,12.3073
38.48,12.2989
38.53,12.3073
38.58,12.3064
38.64,12.3064
38.69,12.3064
38.74,12.3064
38.80,12.2979
38.85,12.3064
38.90,12.3055
38.96,12.2998
39.01,12.3055
39.06,12.3055
39.12,12.3008
39.17,12.3045
39.23,12.3045
39.28,12.3008
39.34,12.3008
39.39,12.3045
39.44,12.3036
39.50,12.2998
39.55,12.3036
39.61,12.3036
39.66,12.2998
39.71,12.2989
39.76,12.3026
39.81,12.3026
39.89,12.2989
39.94,12.3026
39.99,12.3026
40.05,12.2989
40.10,12.3008
40.16,12.3008
40.21,12.2979
40.27,12.2979
40.32,12.3017
40.37,12.2979
40.43,12.2979
40.48,12.3017
40.53,12.3008
40.60,12.2989
40.65,12.3008
40.70,12.2998
40.76,12.2951
40.81,12.2998
40.86,12.2989
40.92,12.2923
40.97,12.2989
41.02,12.2998
41.08,12.2913
41.13,12.2989
41.19,12.2989
41.25,12.2989
41.30,12.2989
41.36,12.2979
41.41,12.2913
41.46,12.2989
41.51,12.2979
41.57,12.2951
41.62,12.2979
41.67,12.2970
41.73,12.2894
41.78,12.2970
41.83,12.2932
41.90,12.2932
41.95,12.2960
42.00,12.2942
42.06,12.2885
42.12,12.2960
42.17,12.2960
