Time (s),Position (mm)
0.00,20.2207
0.05,20.2207
0.10,20.2301
0.15,20.2348
0.21,20.2310
0.27,20.2414
0.32,19.2561
0.40,18.0191
0.45,17.1951
0.50,16.7727
0.57,16.5728
0.62,16.4634
0.69,16.3088
0.77,16.1561
0.82,16.0297
0.88,15.9628
0.94,15.9298
0.99,15.8459
1.04,15.7874
1.10,15.7554
1.15,15.7082
1.21,15.6771
1.27,15.6412
1.32,15.6017
1.37,15.5734
1.45,15.5385
1.50,15.5102
1.55,15.4932
1.62,15.4706
1.67,15.4555
1.72,15.4338
1.78,15.4178
1.83,15.3999
1.88,15.3792
1.93,15.3518
1.98,15.3414
2.03,15.3320
2.08,15.3150
2.17,15.2943
2.22,15.2754
2.27,15.2651
2.35,15.2490
2.41,15.2302
2.46,15.2113
2.52,15.1981
2.58,15.1896
2.63,15.1821
2.68,15.1651
2.73,15.1642
2.79,15.1576
2.84,15.1500
2.89,15.1387
2.94,15.1340
2.99,15.1283
3.06,15.1142
3.11,15.1152
3.16,15.1010
3.22,15.1010
3.27,15.1001
3.32,15.0897
3.39,15.0803
3.44,15.0803
3.49,15.0755
3.55,15.0671
3.61,15.0661
3.66,15.0624
3.72,15.0501
3.77,15.0501
3.83,15.0463
3.88,15.0407
3.94,15.0378
3.99,15.0312
4.06,15.0209
4.11,15.0237
4.17,15.0180
4.22,15.0180
4.28,15.0124
4.33,15.0058
4.38,14.9945
4.44,15.0001
4.49,14.9945
4.56,14.9832
4.61,14.9850
4.66,14.9813
4.71,14.9709
4.77,14.9728
4.82,14.9681
4.88,14.9605
4.93,14.9624
4.98,14.9568
5.05,14.9520
5.10,14.9492
5.15,14.9435
5.21,14.9435
5.26,14.9370
5.31,14.9341
5.38,14.9256
5.43,14.9285
5.48,14.9247
5.53,14.9190
5.58,14.9181
5.63,14.9162
5.68,14.9134
5.76,14.9077
5.82,14.9087
5.87,14.9049
5.93,14.8945
5.98,14.9011
6.03,14.8973
6.08,14.8879
6.13,14.8917
6.20,14.8907
6.25,14.8832
6.31,14.8832
6.37,14.8832
6.42,14.8804
6.47,14.8709
6.53,14.8766
6.58,14.8738
6.65,14.8681
6.70,14.8700
6.75,14.8653
6.81,14.8653
6.86,14.8625
6.91,14.8596
6.98,14.8512
7.03,14.8549
7.09,14.8530
7.14,14.8445
7.19,14.8493
7.24,14.8474
7.31,14.8417
7.36,14.8417
7.41,14.8398
7.50,14.8342
7.55,14.8361
7.60,14.8332
7.65,14.8285
7.71,14.8295
7.77,14.8285
7.85,14.8201
7.90,14.8229
7.95,14.8219
8.02,14.8181
