Time (s),Position (mm)
0.00,17.4723
0.06,17.4741
0.11,17.4827
0.16,17.4864
0.23,17.4836
0.28,17.4949
0.34,16.7925
0.40,15.4792
0.45,14.7625
0.51,14.2949
0.58,14.0761
0.64,13.8631
0.69,13.7216
0.75,13.5991
0.80,13.5396
0.86,13.4868
0.92,13.4199
0.97,13.3992
1.02,13.3652
1.07,13.3332
1.14,13.3124
1.19,13.2804
1.24,13.2615
1.30,13.2389
1.35,13.2115
1.40,13.1993
1.47,13.1870
1.52,13.1597
1.57,13.1399
1.63,13.1229
1.68,13.1088
1.73,13.0814
1.81,13.0635
1.86,13.0456
1.91,13.0286
1.97,13.0183
2.02,13.0041
2.07,13.9814
2.13,12.9786
2.18,12.9739
2.23,12.9645
2.31,12.9428
2.36,13.9239
2.41,12.9221
2.49,12.9061
2.54,12.8919
2.59,12.8693
2.65,12.8693
2.70,12.8466
2.75,12.8372
2.81,12.8269
2.86,12.8250
2.91,12.8146
2.98,12.8024
3.03,12.8005
3.08,12.7938
3.16,12.7835
3.21,12.7750
3.26,12.7674
3.32,12.7552
3.37,12.7496
3.42,12.7430
3.48,12.7297
3.53,12.7260
3.58,12.7203
3.64,12.7062
3.69,12.7090
3.74,12.7024
3.80,12.6920
3.85,12.6920
3.91,12.6892
3.97,12.6798
4.02,12.6807
4.07,12.6741
4.14,12.6695
4.19,12.6694
4.24,12.6656
4.30,12.6553
4.35,12.6600
4.40,12.6553
4.46,12.6430
4.51,12.6477
4.56,12.6440
4.62,12.6336
4.67,12.6383
4.72,12.6336
4.79,12.6213
4.84,12.6232
4.89,12.6204
4.95,12.6138
5.00,12.6119
5.05,12.6062
5.11,12.6062
5.16,12.6043
5.21,12.6006
5.27,12.6006
5.32,12.5959
5.37,12.5921
5.43,12.5921
5.48,12.5864
5.53,12.5827
5.61,12.5742
5.66,12.5751
5.71,12.5666
5.79,12.5648
5.85,12.5657
5.90,12.5610
5.96,12.5553
6.02,12.5582
6.07,12.5553
6.14,12.5497
6.19,12.5497
6.24,12.5478
6.30,12.5478
6.35,12.5449
6.40,12.5421
6.46,12.5336
6.52,12.5384
6.57,12.5365
6.63,12.5242
6.68,12.5318
6.73,12.5318
6.79,12.5204
6.84,12.5308
6.89,12.5280
6.95,12.5204
7.00,12.5261
7.05,12.5242
7.11,12.5185
7.16,12.5204
7.21,12.5195
7.27,12.5148
7.32,12.5148
7.37,12.5120
7.44,12.5025
7.50,12.5072
7.55,12.5063
7.60,12.4950
7.65,12.5044
7.70,12.5006
7.77,12.4940
7.83,12.4987
7.88,12.4893
7.94,12.4893
7.99,12.4950
8.04,12.4921
8.11,12.4846
8.16,12.4893
8.21,12.4884
8.28,12.4818
8.33,12.4846
8.38,12.4827
8.46,12.4771
8.51,12.4799
8.56,12.4790
8.62,12.4752
8.67,12.4761
8.72,12.4723
8.80,12.4667
8.85,12.4714
8.90,12.4705
8.96,12.4639
9.01,12.4686
9.06,12.4582
9.12,12.4582
9.17,12.4648
9.22,12.4573
9.28,12.4573
9.33,12.4620
9.38,12.4573
9.45,12.4573
9.50,12.4592
9.55,12.4563
9.61,12.4516
9.66,12.4554
9.71,12.4554
9.79,12.4488
9.84,12.4535
9.89,12.4516
9.97,12.4459
10.02,12.4497
10.07,12.4478
10.15,12.4431
10.20,12.4478
10.25,12.4450
10.33,12.4412
10.38,12.4459
10.43,12.4412
10.51,12.4375
10.56,12.4431
10.61,12.4460
10.69,12.4365
10.74,12.4403
10.79,12.4384
10.87,12.4337
10.92,12.4384
10.97,12.4375
11.05,12.4309
11.10,12.4376
11.15,12.4346
11.24,12.4280
11.29,12.4318
11.34,12.4318
11.40,12.4214
11.45,12.4299
11.50,12.4290
11.58,12.4233
11.64,12.4271
11.69,12.4262
11.76,12.4195
11.81,12.4243
11.86,12.4243
11.92,12.4167
11.97,12.4224
12.02,12.4224
12.07,12.4148
12.12,12.4120
12.17,12.4195
12.22,12.4195
12.30,12.4129
12.35,12.4177
12.40,12.4167
12.46,12.4101
12.51,12.4167
12.56,12.4148
12.61,12.4082
12.66,12.4139
12.72,12.4139
12.77,12.4092
12.83,12.4073
12.88,12.4120
12.93,12.4101
13.01,12.4045
13.06,12.4101
13.11,12.4092
13.17,12.3988
13.22,12.4092
13.27,12.4073
13.33,12.3969
13.38,12.4073
13.44,12.4054
13.50,12.3969
13.55,12.4054
13.60,12.4045
13.66,12.3969
13.71,12.4035
13.76,12.4026
13.82,12.3969
13.87,12.4026
13.92,12.4016
13.98,12.3988
14.03,12.4007
14.08,12.3998
14.14,12.3998
14.19,12.3998
14.24,12.3998
14.31,12.3894
14.37,12.3979
14.42,12.3979
14.47,12.3931
14.52,12.3969
14.57,12.3960
14.64,12.3922
14.69,12.3960
14.74,12.3922
14.80,12.3922
14.86,12.3941
14.91,12.3913
14.96,12.3913
15.01,12.3931
15.06,12.3913
15.12,12.3913
15.17,12.3913
15.22,12.3884
15.29,12.3847
15.34,12.3903
15.39,12.3894
15.45,12.3800
15.50,12.3884
15.55,12.3884
15.61,12.3771
15.66,12.3884
15.71,12.3875
15.77,12.3781
15.82,12.3856
15.87,12.3865
15.94,12.3762
15.99,12.3856
16.04,12.3847
16.10,12.3743
16.15,12.3856
16.21,12.3809
16.27,12.3743
16.32,12.3828
16.37,12.3828
16.44,12.3762
16.50,12.3818
16.55,12.3743
16.61,12.3743
16.66,12.3800
16.71,12.3781
16.76,12.3715
16.81,12.3790
16.86,12.3790
16.92,12.3686
16.98,12.3771
17.03,12.3771
17.11,12.3705
17.16,12.3762
17.21,12.3752
17.28,12.3667
17.34,12.3743
17.39,12.3743
17.45,12.3667
17.51,12.3734
17.56,12.3705
17.61,12.3658
17.66,12.3724
17.71,12.3705
17.77,12.3611
17.82,12.3705
17.87,12.3696
17.96,12.3639
18.01,12.3686
18.06,12.3667
18.11,12.3564
18.16,12.3677
18.22,12.3667
18.29,12.3620
18.34,12.3658
18.39,12.3658
18.46,12.3678
18.51,12.3649
18.56,12.3630
18.62,12.3601
18.67,12.3630
18.72,12.3630
18.78,12.3564
18.83,12.3630
18.88,12.3620
18.94,12.3545
19.00,12.3620
19.05,12.3601
19.10,12.3507
19.15,12.3611
19.20,12.3601
19.27,12.3545
19.32,12.3592
19.37,12.3592
19.43,12.3517
19.48,12.3573
19.53,12.3583
19.59,12.3488
19.64,12.3573
19.69,12.3564
19.75,12.3460
19.80,12.3564
19.85,12.3564
19.91,12.3479
19.97,12.3554
20.02,12.3554
20.07,12.3526
20.13,12.3507
20.18,12.3545
20.24,12.3498
20.30,12.3554
20.35,12.3526
20.41,12.3422
20.46,12.3536
20.51,12.3517
20.58,12.3432
20.63,12.3517
20.68,12.3488
20.74,12.3488
20.79,12.3517
20.84,12.3488
20.91,12.3451
20.96,12.3498
21.01,12.3498
21.08,12.3403
21.13,12.3488
21.18,12.3488
21.23,12.3451
21.30,12.3432
21.35,12.3422
21.41,12.3356
21.46,12.3432
21.53,12.3441
21.58,12.3337
21.63,12.3432
21.68,12.3422
21.73,12.3385
21.78,12.3385
21.83,12.3422
21.88,12.3328
21.94,12.3328
21.99,12.3413
22.05,12.3347
22.11,12.3347
22.16,12.3403
22.21,12.3394
22.26,12.3347
22.32,12.3394
22.37,12.3394
22.44,12.3337
22.49,12.3394
22.54,12.3385
22.59,12.3262
22.64,12.3375
22.69,12.3375
22.76,12.3281
22.81,12.3375
22.86,12.3366
22.92,12.3290
22.97,12.3356
23.02,12.3319
23.09,12.3319
23.14,12.3356
23.19,12.3328
23.25,12.3290
23.30,12.3347
23.35,12.3328
23.41,12.3309
23.46,12.3337
23.51,12.3328
23.57,12.3243
23.62,12.3319
23.67,12.3319
23.74,12.3215
23.79,12.3319
23.84,12.3309
23.90,12.3243
23.95,12.3300
24.00,12.3300
24.07,12.3243
24.12,12.3290
24.17,12.3290
24.26,12.3243
24.31,12.3243
24.36,12.3272
24.43,12.3187
24.48,12.3272
24.53,12.3234
24.60,12.3215
24.65,12.3281
24.70,12.3272
24.77,12.3225
24.82,12.3272
24.87,12.3272
24.94,12.3196
24.99,12.3253
25.04,12.3253
25.10,12.3196
25.15,12.3243
25.20,12.3253
25.26,12.3158
25.31,12.3243
25.36,12.3234
25.44,12.3196
25.49,12.3224
25.54,12.3215
25.62,12.3158
25.67,12.3215
25.72,12.3177
25.80,12.3139
25.85,12.3206
25.90,12.3158
25.97,12.3130
26.02,12.3187
26.07,12.3177
26.13,12.3092
26.19,12.3168
26.24,12.3168
26.29,12.3111
26.34,12.3111
26.39,12.3158
26.44,12.3158
26.52,12.3102
26.57,12.3139
26.62,12.3139
26.69,12.3073
26.74,12.3130
26.79,12.3130
26.87,12.3073
26.93,12.3121
26.98,12.3111
27.04,12.2998
27.09,12.3102
27.14,12.3102
27.20,12.2979
27.25,12.3102
27.30,12.3092
27.36,12.3008
27.41,12.3092
27.46,12.3083
27.53,12.3026
27.58,12.3064
27.63,12.3073
27.68,12.3036
27.73,12.3064
27.78,12.3055
27.86,12.2998
27.91,12.3045
27.96,12.3036
28.02,12.2951
28.07,12.3045
28.12,12.3036
28.20,12.2970
28.25,12.3036
28.30,12.3026
28.36,12.2942
28.41,12.3017
28.46,12.3017
28.54,12.2989
28.59,12.3008
28.64,12.3008
28.69,12.2923
28.75,12.2998
28.80,12.2979
28.87,12.2932
28.93,12.2989
28.98,12.2979
29.04,12.2913
29.10,12.2979
29.15,12.2979
29.21,12.2885
29.26,12.2970
29.31,12.2970
29.38,12.2904
29.43,12.2960
29.48,12.2942
29.54,12.2875
29.59,12.2951
29.64,12.2942
29.71,12.2875
29.76,12.2942
29.81,12.2932
29.87,12.2828
29.92,12.2932
29.97,12.2923
30.03,12.2838
30.08,12.2904
30.13,12.2913
30.20,12.2885
30.25,12.2913
30.30,12.2875
30.36,12.2819
30.41,12.2894
30.46,12.2904
30.53,12.2791
30.58,12.2894
30.63,12.2894
30.69,12.2809
30.74,12.2885
30.79,12.2885
30.85,12.2828
30.90,12.2875
30.95,12.2866
31.01,12.2791
31.07,12.2866
31.12,12.2857
31.18,12.2781
31.23,12.2857
31.28,12.2800
31.33,12.2800
31.38,12.2847
31.43,12.2819
31.50,12.2809
31.55,12.2838
31.60,12.2828
31.66,12.2762
31.71,12.2828
31.76,12.2819
31.83,12.2725
31.88,12.2819
31.93,12.2819
31.99,12.2706
32.04,12.2809
32.09,12.2809
32.14,12.2715
32.20,12.2809
32.25,12.2800
32.32,12.2762
32.37,12.2791
32.42,12.2772
32.48,12.2734
32.53,12.2781
32.58,12.2772
32.64,12.2715
32.69,12.2781
32.74,12.2772
32.81,12.2706
32.86,12.2772
32.91,12.2762
32.96,12.2668
33.02,12.2762
33.07,12.2762
33.12,12.2649
33.18,12.2753
33.23,12.2753
33.29,12.2687
33.34,12.2744
33.40,12.2744
33.47,12.2668
33.52,12.2744
33.57,12.2734
33.63,12.2659
33.68,12.2734
33.73,12.2725
33.78,12.2696
33.84,12.2725
33.89,12.2725
33.96,12.2706
34.01,12.2753
34.06,12.2668
34.13,12.2593
34.19,12.2706
34.24,12.2715
34.30,12.2678
34.35,12.2696
34.40,12.2678
34.46,12.2640
34.51,12.2696
34.56,12.2678
34.62,12.2630
34.67,12.2687
34.72,12.2678
34.79,12.2630
34.84,12.2668
34.89,12.2678
34.95,12.2574
35.00,12.2668
35.05,12.2668
35.12,12.2593
35.17,12.2668
35.22,12.2668
35.27,12.2593
35.33,12.2659
35.38,12.2649
35.47,12.2593
35.52,12.2649
35.57,12.2640
35.65,12.2593
35.70,12.2640
35.75,12.2621
35.81,12.2583
35.87,12.2621
35.92,12.2630
36.00,12.2574
36.05,12.2621
36.11,12.2611
36.19,12.2555
36.24,12.2611
36.29,12.2621
36.35,12.2545
36.40,12.2611
36.45,12.2574
36.51,12.2574
36.57,12.2602
36.62,12.2583
36.68,12.2555
36.73,12.2593
36.78,12.2583
36.84,12.2527
36.89,12.2583
36.94,12.2583
37.00,12.2508
37.05,12.2583
37.10,12.2574
37.16,12.2480
37.21,12.2574
37.26,12.2574
37.32,12.2517
37.37,12.2574
37.42,12.2564
37.50,12.2498
37.55,12.2555
37.60,12.2555
37.67,12.2470
37.72,12.2555
37.77,12.2545
37.83,12.2489
37.88,12.2545
37.93,12.2480
37.99,12.2480
38.04,12.2536
38.09,12.2545
38.17,12.2451
38.22,12.2536
38.27,12.2536
38.33,12.2470
38.38,12.2527
38.43,12.2498
38.50,12.2498
38.55,12.2527
38.60,12.2508
38.66,12.2470
38.71,12.2527
38.76,12.2517
38.82,12.2451
38.87,12.2517
38.92,12.2508
38.98,12.2432
39.03,12.2508
39.08,12.2508
39.16,12.2470
39.21,12.2498
39.26,12.2489
39.32,12.2442
39.37,12.2489
39.42,12.2489
39.48,12.2395
39.53,12.2489
39.58,12.2489
39.65,12.2404
39.70,12.2528
39.75,12.2480
39.81,12.2414
39.86,12.2470
39.91,12.2480
39.97,12.2432
40.03,12.2461
40.08,12.2442
40.14,12.2385
40.19,12.2470
40.24,12.2470
40.30,12.2423
40.35,12.2470
40.40,12.2470
40.47,12.2357
40.52,12.2461
40.57,12.2461
40.64,12.2404
40.69,12.2451
40.74,12.2451
40.81,12.2385
40.86,12.2451
40.91,12.2451
40.97,12.2366
41.02,12.2442
41.07,12.2442
41.15,12.2404
41.20,12.2442
41.25,12.2442
41.31,12.2347
41.36,12.2442
41.41,12.2432
41.48,12.2376
41.53,12.2432
41.58,12.2423
41.64,12.2423
41.69,12.2423
41.74,12.2423
41.80,12.2376
41.85,12.2423
41.90,12.2414
41.97,12.2357
42.02,12.2423
42.07,12.2404
42.14,12.2291
42.19,12.2414
42.24,12.2395
42.31,12.2347
42.36,12.2404
42.41,12.2404
42.47,12.2338
42.52,12.2404
42.57,12.2395
42.63,12.2291
42.68,12.2395
42.73,12.2395
42.79,12.2300
42.85,12.2395
42.90,12.2395
42.95,12.2329
43.00,12.2385
43.05,12.2385
43.13,12.2357
43.18,12.2385
43.23,12.2376
43.29,12.2291
43.34,12.2376
43.39,12.2376
43.45,12.2272
43.50,12.2366
43.55,12.2357
43.61,12.2263
43.67,12.2376
43.72,12.2366
43.78,12.2310
43.83,12.2366
43.88,12.2357
43.95,12.2291
44.00,12.2357
44.05,12.2357
44.12,12.2244
44.17,12.2347
44.22,12.2347
44.29,12.2291
44.34,12.2347
44.39,12.2338
44.45,12.2253
44.50,12.2338
44.55,12.2367
44.61,12.2225
44.66,12.2338
44.71,12.2338
44.78,12.2300
44.84,12.2319
44.89,12.2319
44.95,12.2234
45.01,12.2310
45.06,12.2319
45.12,12.2244
45.18,12.2319
45.23,12.2310
45.30,12.2253
45.35,12.2310
45.40,12.2310
45.46,12.2216
45.51,12.2310
45.56,12.2310
45.62,12.2216
45.67,12.2300
45.72,12.2300
45.78,12.2234
45.83,12.2291
45.88,12.2291
45.95,12.2168
46.00,12.2291
46.05,12.2216
46.11,12.2216
46.16,12.2281
46.21,12.2272
46.27,12.2216
46.32,12.2272
46.37,12.2272
46.44,12.2187
46.49,12.2272
46.54,12.2272
46.60,12.2168
46.65,12.2263
46.70,12.2263
46.77,12.2159
46.82,12.2253
46.87,12.2206
46.93,12.2206
46.98,12.2253
47.03,12.2234
47.09,12.2206
47.14,12.2253
47.19,12.2244
47.26,12.2187
47.31,12.2244
47.36,12.2234
47.42,12.2168
47.47,12.2234
47.52,12.2234
47.57,12.2131
47.62,12.2225
47.67,12.2225
47.74,12.2178
47.79,12.2225
47.85,12.2216
47.90,12.2121
47.96,12.2216
48.01,12.2216
48.07,12.2112
48.12,12.2206
48.17,12.2206
48.26,12.2159
48.31,12.2216
48.36,12.2178
48.44,12.2150
48.49,12.2197
48.54,12.2150
48.62,12.2140
48.67,12.2187
48.72,12.2159
48.80,12.2131
48.85,12.2187
48.90,12.2187
48.98,12.2121
49.03,12.2187
49.08,12.2178
49.15,12.2131
49.21,12.2178
49.26,12.2187
49.32,12.2112
49.37,12.2197
49.42,12.2168
49.50,12.2074
49.55,12.2168
49.60,12.2159
49.66,12.2083
49.71,12.2159
49.76,12.2159
49.83,12.2074
49.88,12.2159
49.93,12.2159
49.99,12.2112
50.04,12.2140
50.09,12.2159
50.15,12.2083
50.20,12.2140
50.26,12.2150
50.31,12.2065
50.37,12.2150
50.43,12.2140
50.48,12.2036
50.54,12.2140
50.59,12.2140
50.67,12.2027
50.72,12.2131
50.77,12.2131
50.85,12.2046
50.90,12.2131
50.95,12.2131
51.00,12.2036
51.05,12.2131
51.10,12.2121
51.17,12.2036
51.22,12.2121
51.27,12.2121
51.33,12.2017
51.38,12.2121
51.43,12.2102
51.49,12.2017
51.54,12.2112
51.59,12.2046
51.65,12.2046
51.71,12.2112
51.76,12.2055
51.82,12.2055
51.87,12.2102
51.92,12.2074
51.98,12.2074
52.03,12.2112
52.08,12.2083
52.13,12.1961
52.19,12.2102
52.24,12.2093
52.29,12.1999
52.34,12.2074
52.39,12.2093
52.46,12.1989
52.52,12.2093
52.57,12.2093
52.63,12.2017
52.69,12.2093
