Time (s),Position (mm)
0.00,18.5509
0.05,18.5509
0.10,18.5528
0.15,18.5537
0.22,18.5490
0.28,18.5613
0.33,18.5622
0.38,18.5528
0.44,18.5631
0.49,17.0310
0.55,16.1363
0.60,15.2189
0.66,14.9907
0.71,14.7644
0.76,14.6843
0.82,14.5155
0.87,14.4505
0.96,14.3505
1.01,14.2571
1.06,14.2081
1.15,14.1619
1.20,14.1110
1.25,14.0450
1.31,14.0450
1.37,13.9894
1.42,13.9451
1.47,13.9290
1.52,13.9102
1.57,13.8706
1.64,13.8536
1.69,13.8433
1.74,13.8329
1.81,13.8178
1.86,13.8121
1.91,13.8036
1.97,13.7923
2.02,13.7857
2.07,13.7772
2.13,13.7603
2.18,13.7556
2.23,13.7471
2.31,13.7273
2.37,13.7131
2.42,13.6858
2.47,13.6858
2.52,13.6698
2.57,13.6585
2.63,13.6500
2.68,13.6339
2.73,13.6179
2.80,13.6038
2.85,13.5906
2.90,13.5811
2.96,13.5689
3.01,13.5642
3.07,13.5576
3.13,13.5444
3.18,13.5444
3.23,13.5387
3.29,13.5274
3.34,14.5132
3.39,13.5114
3.45,13.5114
3.50,13.5085
3.56,13.5001
3.62,13.4963
3.67,13.4944
3.72,13.4945
3.78,13.4812
3.83,13.4850
3.88,13.4802
3.96,13.4718
4.01,13.4737
4.06,13.4642
4.12,13.4567
4.17,13.4595
4.23,13.4576
4.28,13.4482
4.33,13.4482
4.38,13.4473
4.43,13.4435
4.51,13.4350
4.56,13.4360
4.61,13.4293
4.69,13.4209
4.74,13.4209
4.79,13.4114
4.86,13.4058
4.91,13.4058
4.96,13.4001
5.05,13.3897
5.10,13.3879
5.15,13.3784
5.21,13.3746
5.27,13.3756
5.32,13.3728
5.40,13.3643
5.45,13.3662
5.50,13.3633
5.56,13.3558
5.62,13.3586
5.67,13.3568
5.72,13.3492
5.77,13.3539
5.82,13.3511
5.87,13.3492
5.93,13.3388
5.99,13.3454
6.04,13.3435
6.10,13.3322
6.15,13.3379
6.20,13.3379
6.28,13.3294
6.33,13.3332
6.38,13.3332
6.44,13.3247
6.49,13.3294
6.54,13.3237
6.61,13.3190
6.66,13.3237
6.71,13.3218
6.77,13.3153
6.82,13.3190
6.87,13.3171
6.93,13.3087
6.98,13.3153
7.03,13.3134
7.10,13.3021
7.15,13.3105
7.20,13.3030
7.26,13.3030
7.31,13.3068
7.36,13.3002
7.42,13.3002
7.47,13.3030
7.52,13.3002
7.59,13.2907
7.64,13.2992
7.69,13.2973
7.75,13.2879
7.81,13.2964
7.86,13.2945
7.92,13.2832
7.97,13.2917
8.02,13.2917
8.08,13.2813
8.14,13.2870
8.19,13.2879
8.26,13.2776
8.31,13.2860
8.36,13.2851
8.41,13.2804
8.47,13.2823
8.52,13.2813
8.58,13.2804
8.63,13.2804
8.68,13.2785
8.74,13.2672
8.80,13.2766
8.85,13.2757
8.92,13.2653
8.97,13.2738
9.02,13.2728
9.07,13.2681
9.12,13.2709
9.18,13.2700
9.23,13.2634
9.29,13.2690
9.34,13.2672
9.41,13.2568
9.46,13.2653
9.51,13.2643
9.57,13.2549
9.62,13.2634
9.67,13.2615
9.75,13.2587
9.80,13.2606
9.85,13.2587
9.90,13.2512
9.96,13.2577
10.01,13.2568
10.08,13.2493
10.13,13.2521
10.19,13.2530
10.24,13.2474
10.29,13.2474
10.34,13.2521
10.39,13.2474
10.46,13.2445
10.52,13.2493
10.57,13.2483
10.65,13.2417
10.70,13.2464
10.75,13.2455
10.83,13.2398
10.88,13.2445
10.93,13.2436
11.02,13.2370
11.07,13.2417
11.12,13.2408
11.19,13.2361
11.24,13.2398
11.29,13.2379
