Time (s),Position (mm)
0.00,8.1288
0.05,8.1281
0.10,8.1241
0.15,8.1241
0.23,8.1288
0.28,8.1214
0.33,8.1194
0.39,8.1221
0.45,9.5313
0.50,10.2041
0.55,10.6318
0.60,10.8406
0.65,11.0326
0.70,11.1347
0.77,11.1730
0.82,11.2723
0.87,11.3751
0.94,11.4006
0.99,11.4758
1.04,11.5154
1.14,11.5442
1.19,11.5778
1.24,11.6067
1.30,11.6161
1.35,11.6382
1.41,11.6725
1.46,11.6973
1.51,11.7128
1.56,11.7262
1.61,11.7490
1.67,11.7564
1.72,11.7658
1.77,11.7792
1.82,11.7927
1.87,11.7927
1.93,11.8054
1.98,11.8202
2.06,11.8262
2.11,11.8356
2.16,11.8491
2.22,11.8565
2.27,11.8605
2.32,11.8705
2.37,11.8806
2.42,11.8813
2.47,11.8873
2.52,11.8994
2.59,11.9001
2.64,11.9041
2.69,11.9108
2.74,11.9169
2.80,11.9155
2.85,11.9236
2.92,11.9256
2.97,11.9276
3.02,11.9343
3.08,11.9417
3.13,11.9384
3.18,11.9424
3.25,11.9518
3.31,11.9478
3.36,11.9504
3.42,11.9538
3.47,11.9545
3.52,11.9572
3.58,11.9585
3.64,11.9625
3.69,11.9652
3.75,11.9713
3.80,11.9699
3.85,11.9719
3.92,11.9800
3.97,11.9746
4.02,11.9766
4.09,11.9860
4.14,11.9793
4.19,11.9827
4.25,11.9894
4.30,11.2793
4.35,11.9860
4.41,11.9907
4.47,11.9887
4.52,11.9907
4.57,11.9961
4.62,11.9934
4.68,11.9948
4.75,12.0001
4.80,11.9988
4.86,11.9995
4.91,12.0055
4.96,12.0028
5.01,12.0042
5.06,12.0048
5.13,12.0109
5.19,12.0082
5.24,12.0102
5.30,12.0149
5.35,12.0136
5.40,12.0136
5.45,12.0196
5.51,12.0169
5.56,12.0176
5.61,12.0196
5.68,12.0236
5.73,12.0216
5.78,12.0230
5.85,12.0297
5.90,12.0250
5.95,12.0270
6.02,12.0324
6.08,12.0290
6.13,12.0304
6.20,12.0384
6.25,12.0324
6.30,12.0397
6.37,12.0384
6.42,12.0364
6.47,12.0371
6.53,12.0444
6.59,12.0384
6.64,12.0397
6.71,12.0438
6.76,12.0424
6.81,12.0438
6.87,12.0505
6.93,12.0451
6.98,12.0465
7.05,12.0512
7.10,12.0478
7.15,12.0492
7.22,12.0565
7.27,12.0498
7.32,12.0518
7.39,12.0572
7.45,12.0532
7.50,12.0545
7.56,12.0619
7.62,12.0565
7.67,12.0565
7.73,12.0606
7.78,12.0579
7.83,12.0599
7.90,12.0659
7.96,12.0606
8.01,12.0612
8.07,12.0693
8.12,12.0646
8.17,12.0639
8.23,12.0727
8.29,12.0646
8.34,12.0659
8.41,12.0740
8.46,12.0673
8.51,12.0680
8.56,12.0753
8.62,12.0693
8.67,12.0700
8.74,12.0753
8.79,12.0713
8.84,12.0727
8.90,12.0807
8.95,12.0733
9.00,12.0747
9.07,12.0827
9.12,12.0753
9.18,12.0787
9.24,12.0827
9.29,12.0773
9.34,12.0787
9.40,12.0874
9.46,12.0794
9.51,12.0807
9.56,12.0841
9.62,12.0827
9.67,12.0834
9.74,12.0834
9.79,12.0854
9.84,12.0861
9.90,12.0935
9.95,12.0874
10.00,12.0874
10.06,12.0928
10.11,12.0901
10.17,12.0894
10.22,12.0975
10.27,12.0915
10.33,12.0928
10.39,12.0988
10.44,12.0941
10.50,12.0948
10.59,12.1022
10.64,12.0968
10.69,12.0982
10.76,12.1029
10.81,12.0995
10.86,12.1022
10.92,12.1022
10.97,12.1029
11.02,12.1035
11.08,12.1089
11.14,12.1049
11.19,12.1062
11.26,12.1116
11.31,11.4035
11.36,12.1082
11.43,12.1149
11.48,12.1103
11.53,12.1109
11.61,12.1156
11.67,12.1123
11.72,12.1129
11.79,12.1176
11.84,12.1143
11.89,12.1156
11.96,12.1196
