Time (s),Position (mm)
0.00,8.5806
0.06,8.5806
0.11,8.5766
0.16,8.5773
0.22,8.5853
0.27,8.5773
0.32,8.5712
0.38,8.5786
0.44,9.5408
0.49,10.3089
0.59,10.2514
0.65,11.3166
0.70,11.4482
0.76,11.5335
0.82,11.5899
0.87,11.6611
0.95,11.7061
1.00,11.7792
1.05,11.8323
1.10,11.8645
1.15,11.8806
1.21,11.9061
1.26,11.9444
1.33,11.9552
1.38,11.9867
1.43,12.0082
1.51,12.0290
1.56,12.0505
1.61,12.0646
1.69,12.0827
1.75,12.0968
1.80,12.1136
1.86,12.1264
1.91,12.1324
1.96,12.1479
2.02,12.1667
2.08,12.1720
2.14,12.1794
2.20,12.1955
2.26,12.1995
2.31,12.2056
2.37,12.2177
2.42,12.2204
2.48,12.2284
2.53,12.2378
2.58,12.2385
2.64,12.2432
2.71,12.2580
2.77,12.2573
2.82,12.2633
2.90,12.2741
2.95,12.2808
3.00,12.2862
3.06,12.2949
3.12,12.2982
3.17,12.3023
3.22,12.3144
3.27,12.3110
3.32,12.3170
3.39,12.3251
3.45,12.3264
3.50,12.3352
3.56,12.3352
3.61,12.3439
3.66,12.3479
3.73,12.3553
3.78,12.3560
3.83,12.3620
3.89,12.3734
3.94,12.3694
3.99,12.3728
4.06,12.3781
4.11,12.3808
4.16,12.3842
4.23,12.3882
4.28,12.3889
4.33,12.3936
4.41,12.4030
4.46,12.4003
4.51,12.4030
4.57,12.4084
4.63,12.4077
4.68,12.4110
4.75,12.4198
4.80,12.4157
4.86,12.4191
4.91,12.4238
4.97,12.4231
5.02,12.4258
5.09,12.4332
5.14,12.4292
5.19,12.4312
5.24,12.4392
5.29,12.4345
5.34,12.4379
5.41,12.4446
5.47,12.4406
5.52,12.4433
5.57,12.4520
5.63,12.4466
5.68,12.4486
5.75,12.4547
5.80,12.4527
5.85,12.4547
5.91,12.4648
5.96,12.4580
6.01,12.4601
6.08,12.4641
6.13,12.4627
6.18,12.4654
6.25,12.4654
6.30,12.4681
6.35,12.4701
6.42,12.4775
6.47,12.4721
6.52,12.4748
6.58,12.4768
6.63,12.4782
6.68,12.4789
6.75,12.4869
6.81,12.4829
6.86,12.4836
6.93,12.4882
6.98,12.4869
7.03,12.4882
7.12,12.4929
7.17,12.4916
7.22,12.4916
7.30,12.4977
7.35,12.4950
7.40,12.4963
7.46,12.5044
7.51,12.4983
7.56,12.4997
7.62,12.5030
7.67,12.5010
7.72,12.5024
7.79,12.5091
7.84,12.5044
7.89,12.5057
7.98,12.5104
8.03,12.5084
8.08,12.5104
8.15,12.5185
8.20,12.5117
8.25,12.5124
8.31,12.5178
8.36,12.5138
8.41,12.5165
8.47,12.5205
8.53,12.5178
8.58,12.5185
8.65,12.5272
8.70,12.5205
8.75,12.5218
8.81,12.5285
8.86,12.5238
8.91,12.5245
8.98,12.5272
9.03,12.5272
9.08,12.5279
9.14,12.5326
9.20,12.5305
9.25,12.5312
9.31,12.5393
9.36,12.5326
9.41,12.5339
9.47,12.5406
9.52,12.5353
9.57,12.5366
9.62,12.5393
9.68,12.5386
9.74,12.5393
9.82,12.5426
9.87,12.5420
9.92,12.5440
9.98,12.5440
10.04,12.5453
10.09,12.5480
10.15,12.5561
10.20,12.5487
10.25,12.5493
10.31,12.5588
10.36,12.5527
10.41,12.5520
10.47,12.5554
10.53,12.5541
10.58,11.8507
10.64,12.5594
10.70,12.5540
10.75,12.5581
10.81,12.5648
10.86,12.5588
10.91,12.5608
10.98,12.5681
11.03,12.5621
11.08,12.5628
11.13,12.5668
11.19,12.5648
11.24,12.5655
11.31,12.5661
11.36,12.5668
11.41,12.5654
11.47,12.5762
11.52,12.5688
11.57,12.5702
11.64,12.5762
11.69,11.8675
11.74,12.5735
11.80,12.5735
11.86,12.5729
11.91,12.5749
11.97,12.5796
12.02,12.5749
12.08,12.5762
12.13,12.5802
12.19,12.5755
12.24,12.5769
12.33,12.5816
12.38,12.5776
12.43,12.5789
12.49,12.5836
12.55,12.5796
12.60,12.5802
12.66,12.5890
12.71,12.5809
12.76,12.5816
12.83,12.5863
12.88,12.5829
12.93,12.5843
13.00,12.5869
13.06,12.5843
13.11,12.5843
13.18,12.5890
13.24,12.5856
13.29,12.5856
13.35,12.5903
13.40,12.5869
13.45,12.5869
13.50,12.5917
13.56,12.5883
13.61,12.5876
13.66,12.5930
13.73,12.5930
13.78,12.5896
13.83,12.5903
13.90,12.5970
13.95,12.5903
14.00,12.5923
14.08,12.5977
14.13,12.5923
14.18,12.5923
14.23,12.5970
14.28,12.5930
14.34,12.5937
14.39,12.5984
14.44,12.5950
14.49,12.5950
14.54,12.5950
14.61,12.5997
14.67,12.5964
14.72,12.5964
14.78,12.6051
14.83,12.5970
14.88,12.5977
14.94,12.6017
15.00,12.5984
15.05,12.5997
15.11,12.5997
15.16,12.5997
15.21,12.6010
15.27,12.6010
15.32,12.6004
15.37,12.6010
15.44,12.6098
15.49,12.6017
15.54,12.6024
15.61,12.6057
15.66,12.6031
15.71,12.6031
15.76,12.6031
15.82,12.6044
15.87,12.6051
15.94,12.6105
15.99,12.6044
16.04,12.6057
16.10,12.6131
16.15,12.6057
16.20,12.6064
16.27,12.6078
16.32,12.6078
16.37,12.6071
16.43,12.6138
16.48,12.6071
16.53,12.6078
