Time (s),Position (mm)
0.00,8.7740
0.05,8.7740
0.11,8.7666
0.16,8.7680
0.22,8.7700
0.27,8.7619
0.32,8.7619
0.39,8.7686
0.44,8.7653
0.49,9.1997
0.56,10.3934
0.62,10.4293
0.68,11.4006
0.73,11.5335
0.78,11.6235
0.83,11.7275
0.88,11.8195
0.95,11.8491
1.00,11.9014
1.05,11.9552
1.11,11.9787
1.17,12.0001
1.22,12.0384
1.27,12.0780
1.33,12.0935
1.38,12.1136
1.43,12.1344
1.50,12.1552
1.55,12.1767
1.60,12.2022
1.66,12.2204
1.71,12.2284
1.77,12.2492
1.82,12.2645
1.87,12.2774
1.92,12.2882
1.97,12.3023
2.03,12.3097
2.09,12.3217
2.14,12.3338
2.21,12.3493
2.26,12.3566
2.31,12.3667
2.37,12.3734
2.42,12.3795
2.48,12.3896
2.55,12.4043
2.60,12.4063
2.65,12.4157
2.73,11.7198
2.78,12.4298
2.83,12.4352
2.89,12.4406
2.94,12.4419
2.99,12.4473
3.07,12.4553
3.12,12.4547
3.17,12.4627
3.23,12.4627
3.28,12.4627
3.33,12.4681
3.40,12.4762
3.45,12.4748
3.50,12.4775
3.56,12.4836
3.62,12.4829
3.67,12.4896
3.74,12.4977
3.79,12.4977
3.84,12.5003
3.91,12.5077
3.96,12.5084
4.01,12.5138
4.06,12.5212
4.12,12.5205
4.17,12.5232
4.23,12.5319
4.28,12.5319
4.34,12.5366
4.42,12.5440
4.47,12.5460
4.52,12.5480
4.58,12.5567
4.63,12.5547
4.68,12.5588
4.75,12.5628
4.80,12.5675
4.86,12.5735
4.92,12.5802
4.97,12.5769
5.02,12.5809
5.10,12.5869
5.15,12.5876
5.20,12.5903
5.26,12.5977
5.31,12.5957
5.36,12.5997
5.42,12.6078
5.47,12.6064
5.52,12.6084
5.58,12.6178
5.64,12.6125
5.69,12.6158
5.75,12.6212
5.80,12.6192
5.85,12.6205
5.91,12.6232
5.96,12.6239
6.01,12.6252
6.08,12.6266
6.13,12.6299
6.18,12.6313
6.25,12.6366
6.30,12.6333
6.35,12.6346
6.41,12.6373
6.47,12.6366
6.52,12.6386
6.57,12.6427
6.62,12.6400
6.67,12.6413
6.74,12.6474
6.79,12.6433
6.85,12.6440
6.91,12.6528
6.96,12.6440
7.01,12.6460
7.06,12.6548
7.11,12.6474
7.16,12.6480
7.23,12.6528
7.28,12.6501
7.33,12.6507
7.40,12.6521
7.45,12.6521
7.50,12.6541
7.56,12.6608
7.61,12.6548
7.66,12.6561
7.73,12.6648
7.78,12.6574
7.83,12.6608
7.90,12.6628
7.95,12.6601
8.00,12.6608
8.07,12.6689
8.12,12.6628
8.17,12.6635
8.24,12.6682
8.30,12.6648
8.35,12.6662
8.41,12.6742
8.46,12.6675
8.51,12.6689
8.57,12.6756
8.62,12.6702
