Time_s,depth_mm
20.90630722,7.143663067
20.94673967,7.142965612
20.95585847,7.143601025
20.96510148,7.143730086
20.97702289,7.14327091
21.01750469,7.144286042
21.02685928,7.143608458
21.03593469,7.143710214
21.04616141,7.143762336
21.08854461,7.144271176
21.09780025,7.143946006
21.10694528,7.143603512
21.11832833,7.143675476
21.15889454,7.143946006
21.1678884,7.143946006
21.17714381,7.144271176
21.18833518,7.14393114
21.22975039,7.144305913
21.23899555,7.14459134
21.248209,7.143764823
21.26004839,7.144303426
21.3001852,7.144325755
21.30938673,7.144149548
21.31845021,7.144328243
21.32984114,7.144551626
21.37036228,7.144184286
21.37947726,7.144080042
21.38871527,7.14432081
21.40162253,7.143923677
21.4416337,7.14459134
21.45074368,7.143993182
21.45999098,7.144511913
21.47179317,7.144881741
21.51209068,7.144596315
21.52155852,7.144462279
21.53068161,7.144827132
21.54150558,7.144089963
21.58204675,7.145415368
21.59115911,7.144789906
21.60065842,7.14504554
21.61172938,7.145105125
21.65327573,7.145015778
21.66235447,7.144668279
21.67172623,7.144995906
21.68288445,7.1453161
21.72378564,7.144936351
21.73281789,7.145517124
21.74206567,7.144663333
21.75111246,7.145273899
21.79476094,7.144755168
21.80394697,7.145343405
21.81296849,7.145209369
21.82485318,7.145062924
21.86578321,7.145497283
21.87496829,7.14564124
21.88414884,7.145648673
21.89442563,7.145765325
21.94689894,7.145740508
21.95614481,7.145149784
21.96562743,7.145430265
21.97613883,7.145651161
22.01656365,7.145986221
22.02595901,7.145579197
22.03504586,7.145328509
22.0461638,7.145718179
22.08840632,7.14633372
22.09763241,7.146033397
22.10676527,7.145611447
22.11620855,7.145688386
22.15907121,7.145790142
22.16852307,7.145963892
22.17782497,7.14612772
22.18699551,7.146328745
22.22933459,7.146092952
22.23874092,7.145790142
22.24781132,7.146519878
22.25732112,7.146959182
22.30029583,7.146241885
22.30934668,7.146311391
22.31835532,7.146145074
22.32788014,7.14624683
22.37057543,7.146524823
22.37973642,7.145966379
22.38895226,7.146738286
22.39913201,7.147103139
22.44046164,7.146641476
22.4494977,7.146351104
22.45872688,7.146849963
22.47023106,7.147105627
22.51171875,7.147140365
22.52082109,7.14678792
22.52993107,7.146107849
22.54340363,7.146584408
22.58246326,7.146921956
22.59171534,7.146998895
22.60082078,7.147343907
22.61224222,7.14711306
22.65259409,7.147075834
22.66195273,7.146718414
22.67103815,7.146889676
22.680547,7.147614437
22.72363901,7.147182566
22.73274541,7.147758394
22.74193978,7.14708081
22.75233078,7.147311626
22.79433107,7.147827899
22.80377221,7.147562315
22.8129108,7.147028688
22.82375264,7.147291785
22.86448288,7.148155527
22.87363863,7.147678967
22.88278008,7.147790644
22.89331126,7.147793132
22.9355135,7.148222515
22.94462538,7.147333956
22.95395756,7.147353827
22.96325493,7.147798107
23.00700831,7.147842766
23.01599455,7.14801157
23.02512431,7.147336443
23.03825378,7.148128222
23.07859492,7.148339197
23.0878489,7.147619412
23.09712172,7.147817949
23.10828424,7.148118271
23.15088916,7.148629569
23.16010952,7.148229978
23.16925073,7.148699074
23.18037271,7.147969369
23.22161794,7.148036387
23.23081994,7.148542709
23.24006891,7.148830623
23.2504673,7.147909784
23.29262304,7.148483154
23.30192399,7.148517892
23.3111403,7.148557605
23.3205843,7.148480666
23.36406446,7.148421081
23.3731339,7.148488099
23.38222957,7.148838056
23.39184451,7.148641977
