timestamp_iso,encoder_counts,lvdt_v,lvdt_mm,weights_state,weights_target,weights_cmd,sequence_status
2025-10-23T15:07:46.820379,-43,0.741555,0.3209301260874793,brake,,0,Sequence complete (3 cycles)
2025-10-23T15:07:46.870532,-43,0.74109,0.31999482159291226,queued,217,0,Cycle 1/30: moving to top
2025-10-23T15:07:46.920577,-42,0.73968,0.31715873699648256,moving_up,217,-250,Cycle 1/30: moving to top
2025-10-23T15:07:46.970494,-23,0.739215,0.3162234325019151,moving_up,217,-250,Cycle 1/30: moving to top
2025-10-23T15:07:47.020504,0,0.729375,0.2964311825523631,moving_up,217,-250,Cycle 1/30: moving to top
2025-10-23T15:07:47.070496,25,0.751875,0.3416878516443269,moving_up,217,-250,Cycle 1/30: moving to top
2025-10-23T15:07:47.120511,53,0.73968,0.31715873699648256,moving_up,217,-250,Cycle 1/30: moving to top
2025-10-23T15:07:47.170514,78,0.7406250000000001,0.31905951709834524,moving_up,217,-250,Cycle 1/30: moving to top
2025-10-23T15:07:47.220515,108,0.736395,0.3105512633090557,moving_up,217,-250,Cycle 1/30: moving to top
2025-10-23T15:07:47.270561,129,0.72843,0.29453040245050044,moving_up,217,-250,Cycle 1/30: moving to top
2025-10-23T15:07:47.320524,154,0.73593,0.3096159588144882,moving_up,217,-250,Cycle 1/30: moving to top
2025-10-23T15:07:47.370511,182,0.74202,0.32186543058204675,moving_up,217,-250,Cycle 1/30: moving to top
2025-10-23T15:07:47.420498,205,0.7307700000000001,0.2992370960360651,at target,,0,Cycle 1/30: moving to top
2025-10-23T15:07:47.470563,190,0.7307700000000001,0.2992370960360651,at target,,0,Cycle 1/30: moving to top
2025-10-23T15:07:47.520615,184,0.7120200000000001,0.26152320512609517,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:47.570568,179,0.7598400000000001,0.35770871250288216,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:47.620507,179,0.7270200000000001,0.2916943178540712,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:47.670506,179,0.742965,0.323766210683909,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:47.720522,179,0.7434299999999999,0.32470151517847645,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:47.770525,179,0.740145,0.3180940414910496,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:47.820526,179,0.739215,0.3162234325019151,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:47.870500,179,0.7382700000000001,0.31432265240005286,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:47.920505,179,0.7382700000000001,0.31432265240005286,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:47.970519,179,0.74109,0.31999482159291226,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:48.020518,179,0.73875,0.31528812800734807,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:48.070520,179,0.7378049999999999,0.3133873479054854,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:48.120523,179,0.7378049999999999,0.3133873479054854,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:48.170528,179,0.7378049999999999,0.3133873479054854,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:48.220508,179,0.7378049999999999,0.3133873479054854,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:48.270513,179,0.7378049999999999,0.3133873479054854,idle,,0,Cycle 1/30: moving to top
2025-10-23T15:07:48.320497,179,0.7382700000000001,0.31432265240005286,idle,,0,Cycle 1/30: moving to top
